Alue	Tielaji	Osallinen el‰inlaji	Kuukausi	Tiedot	Riistaonnettomuudet
MK07 P‰ij‰t-H‰me	Yhteens‰	Mets‰peura	2020M04	Lukum‰‰r‰	0
MK07 P‰ij‰t-H‰me	Yhteens‰	Mets‰peura	2020M05	Lukum‰‰r‰	0
MK07 P‰ij‰t-H‰me	Yhteens‰	Mets‰peura	2020M06	Lukum‰‰r‰	0
MK07 P‰ij‰t-H‰me	Yhteens‰	Mets‰peura	2020M07	Lukum‰‰r‰	0
MK07 P‰ij‰t-H‰me	Yhteens‰	Mets‰peura	2020M08	Lukum‰‰r‰	0
MK07 P‰ij‰t-H‰me	Yhteens‰	Mets‰peura	2020M09	Lukum‰‰r‰	0
MK07 P‰ij‰t-H‰me	Yhteens‰	Mets‰peura	2020M10	Lukum‰‰r‰	0
MK07 P‰ij‰t-H‰me	Yhteens‰	Mets‰peura	2020M11	Lukum‰‰r‰	0
MK07 P‰ij‰t-H‰me	Yhteens‰	Mets‰peura	2020M12	Lukum‰‰r‰	0
MK08 Kymenlaakso	Yhteens‰	Villisika	2020M01	Lukum‰‰r‰	0
MK08 Kymenlaakso	Yhteens‰	Villisika	2020M02	Lukum‰‰r‰	0
MK08 Kymenlaakso	Yhteens‰	Villisika	2020M03	Lukum‰‰r‰	1
MK08 Kymenlaakso	Yhteens‰	Villisika	2020M04	Lukum‰‰r‰	0
MK08 Kymenlaakso	Yhteens‰	Villisika	2020M05	Lukum‰‰r‰	0
MK08 Kymenlaakso	Yhteens‰	Villisika	2020M06	Lukum‰‰r‰	0
MK08 Kymenlaakso	Yhteens‰	Villisika	2020M07	Lukum‰‰r‰	0
MK08 Kymenlaakso	Yhteens‰	Villisika	2020M08	Lukum‰‰r‰	2
MK08 Kymenlaakso	Yhteens‰	Villisika	2020M09	Lukum‰‰r‰	1
MK08 Kymenlaakso	Yhteens‰	Villisika	2020M10	Lukum‰‰r‰	0
MK08 Kymenlaakso	Yhteens‰	Villisika	2020M11	Lukum‰‰r‰	1
MK08 Kymenlaakso	Yhteens‰	Villisika	2020M12	Lukum‰‰r‰	0
MK08 Kymenlaakso	Yhteens‰	Kuusipeura	2020M01	Lukum‰‰r‰	0
MK08 Kymenlaakso	Yhteens‰	Kuusipeura	2020M02	Lukum‰‰r‰	0
MK08 Kymenlaakso	Yhteens‰	Kuusipeura	2020M03	Lukum‰‰r‰	0
MK08 Kymenlaakso	Yhteens‰	Kuusipeura	2020M04	Lukum‰‰r‰	0
MK08 Kymenlaakso	Yhteens‰	Kuusipeura	2020M05	Lukum‰‰r‰	0
MK08 Kymenlaakso	Yhteens‰	Kuusipeura	2020M06	Lukum‰‰r‰	0
MK08 Kymenlaakso	Yhteens‰	Kuusipeura	2020M07	Lukum‰‰r‰	0
MK08 Kymenlaakso	Yhteens‰	Kuusipeura	2020M08	Lukum‰‰r‰	0
MK08 Kymenlaakso	Yhteens‰	Kuusipeura	2020M09	Lukum‰‰r‰	0
MK08 Kymenlaakso	Yhteens‰	Kuusipeura	2020M10	Lukum‰‰r‰	0
MK08 Kymenlaakso	Yhteens‰	Kuusipeura	2020M11	Lukum‰‰r‰	0
MK08 Kymenlaakso	Yhteens‰	Kuusipeura	2020M12	Lukum‰‰r‰	0
MK08 Kymenlaakso	Yhteens‰	Mets‰kauris	2020M01	Lukum‰‰r‰	7
MK08 Kymenlaakso	Yhteens‰	Mets‰kauris	2020M02	Lukum‰‰r‰	10
MK08 Kymenlaakso	Yhteens‰	Mets‰kauris	2020M03	Lukum‰‰r‰	8
MK08 Kymenlaakso	Yhteens‰	Mets‰kauris	2020M04	Lukum‰‰r‰	6
MK08 Kymenlaakso	Yhteens‰	Mets‰kauris	2020M05	Lukum‰‰r‰	11
MK08 Kymenlaakso	Yhteens‰	Mets‰kauris	2020M06	Lukum‰‰r‰	7
MK08 Kymenlaakso	Yhteens‰	Mets‰kauris	2020M07	Lukum‰‰r‰	7
MK08 Kymenlaakso	Yhteens‰	Mets‰kauris	2020M08	Lukum‰‰r‰	5
MK08 Kymenlaakso	Yhteens‰	Mets‰kauris	2020M09	Lukum‰‰r‰	4
MK08 Kymenlaakso	Yhteens‰	Mets‰kauris	2020M10	Lukum‰‰r‰	10
MK08 Kymenlaakso	Yhteens‰	Mets‰kauris	2020M11	Lukum‰‰r‰	15
MK08 Kymenlaakso	Yhteens‰	Mets‰kauris	2020M12	Lukum‰‰r‰	11
MK08 Kymenlaakso	Yhteens‰	Hirvi	2020M01	Lukum‰‰r‰	1
MK08 Kymenlaakso	Yhteens‰	Hirvi	2020M02	Lukum‰‰r‰	1
MK08 Kymenlaakso	Yhteens‰	Hirvi	2020M03	Lukum‰‰r‰	1
MK08 Kymenlaakso	Yhteens‰	Hirvi	2020M04	Lukum‰‰r‰	1
MK08 Kymenlaakso	Yhteens‰	Hirvi	2020M05	Lukum‰‰r‰	1
MK08 Kymenlaakso	Yhteens‰	Hirvi	2020M06	Lukum‰‰r‰	3
MK08 Kymenlaakso	Yhteens‰	Hirvi	2020M07	Lukum‰‰r‰	5
MK08 Kymenlaakso	Yhteens‰	Hirvi	2020M08	Lukum‰‰r‰	6
MK08 Kymenlaakso	Yhteens‰	Hirvi	2020M09	Lukum‰‰r‰	5
MK08 Kymenlaakso	Yhteens‰	Hirvi	2020M10	Lukum‰‰r‰	5
MK08 Kymenlaakso	Yhteens‰	Hirvi	2020M11	Lukum‰‰r‰	4
MK08 Kymenlaakso	Yhteens‰	Hirvi	2020M12	Lukum‰‰r‰	4
MK08 Kymenlaakso	Yhteens‰	Valkoh‰nt‰peura	2020M01	Lukum‰‰r‰	3
MK08 Kymenlaakso	Yhteens‰	Valkoh‰nt‰peura	2020M02	Lukum‰‰r‰	1
MK08 Kymenlaakso	Yhteens‰	Valkoh‰nt‰peura	2020M03	Lukum‰‰r‰	1
MK08 Kymenlaakso	Yhteens‰	Valkoh‰nt‰peura	2020M04	Lukum‰‰r‰	0
MK08 Kymenlaakso	Yhteens‰	Valkoh‰nt‰peura	2020M05	Lukum‰‰r‰	1
MK08 Kymenlaakso	Yhteens‰	Valkoh‰nt‰peura	2020M06	Lukum‰‰r‰	1
MK08 Kymenlaakso	Yhteens‰	Valkoh‰nt‰peura	2020M07	Lukum‰‰r‰	1
MK08 Kymenlaakso	Yhteens‰	Valkoh‰nt‰peura	2020M08	Lukum‰‰r‰	2
MK08 Kymenlaakso	Yhteens‰	Valkoh‰nt‰peura	2020M09	Lukum‰‰r‰	0
MK08 Kymenlaakso	Yhteens‰	Valkoh‰nt‰peura	2020M10	Lukum‰‰r‰	2
MK08 Kymenlaakso	Yhteens‰	Valkoh‰nt‰peura	2020M11	Lukum‰‰r‰	8
MK08 Kymenlaakso	Yhteens‰	Valkoh‰nt‰peura	2020M12	Lukum‰‰r‰	2
MK08 Kymenlaakso	Yhteens‰	Mets‰peura	2020M01	Lukum‰‰r‰	0
MK08 Kymenlaakso	Yhteens‰	Mets‰peura	2020M02	Lukum‰‰r‰	0
MK08 Kymenlaakso	Yhteens‰	Mets‰peura	2020M03	Lukum‰‰r‰	0
MK08 Kymenlaakso	Yhteens‰	Mets‰peura	2020M04	Lukum‰‰r‰	0
MK08 Kymenlaakso	Yhteens‰	Mets‰peura	2020M05	Lukum‰‰r‰	0
MK08 Kymenlaakso	Yhteens‰	Mets‰peura	2020M06	Lukum‰‰r‰	0
MK08 Kymenlaakso	Yhteens‰	Mets‰peura	2020M07	Lukum‰‰r‰	0
MK08 Kymenlaakso	Yhteens‰	Mets‰peura	2020M08	Lukum‰‰r‰	0
MK08 Kymenlaakso	Yhteens‰	Mets‰peura	2020M09	Lukum‰‰r‰	0
MK08 Kymenlaakso	Yhteens‰	Mets‰peura	2020M10	Lukum‰‰r‰	0
MK08 Kymenlaakso	Yhteens‰	Mets‰peura	2020M11	Lukum‰‰r‰	0
MK08 Kymenlaakso	Yhteens‰	Mets‰peura	2020M12	Lukum‰‰r‰	0
MK09 Etel‰-Karjala	Yhteens‰	Villisika	2020M01	Lukum‰‰r‰	0
MK09 Etel‰-Karjala	Yhteens‰	Villisika	2020M02	Lukum‰‰r‰	0
MK09 Etel‰-Karjala	Yhteens‰	Villisika	2020M03	Lukum‰‰r‰	0
MK09 Etel‰-Karjala	Yhteens‰	Villisika	2020M04	Lukum‰‰r‰	1
MK09 Etel‰-Karjala	Yhteens‰	Villisika	2020M05	Lukum‰‰r‰	0
MK09 Etel‰-Karjala	Yhteens‰	Villisika	2020M06	Lukum‰‰r‰	0
MK09 Etel‰-Karjala	Yhteens‰	Villisika	2020M07	Lukum‰‰r‰	0
MK09 Etel‰-Karjala	Yhteens‰	Villisika	2020M08	Lukum‰‰r‰	0
MK09 Etel‰-Karjala	Yhteens‰	Villisika	2020M09	Lukum‰‰r‰	4
MK09 Etel‰-Karjala	Yhteens‰	Villisika	2020M10	Lukum‰‰r‰	0
MK09 Etel‰-Karjala	Yhteens‰	Villisika	2020M11	Lukum‰‰r‰	0
MK09 Etel‰-Karjala	Yhteens‰	Villisika	2020M12	Lukum‰‰r‰	0
MK09 Etel‰-Karjala	Yhteens‰	Kuusipeura	2020M01	Lukum‰‰r‰	0
MK09 Etel‰-Karjala	Yhteens‰	Kuusipeura	2020M02	Lukum‰‰r‰	0
MK09 Etel‰-Karjala	Yhteens‰	Kuusipeura	2020M03	Lukum‰‰r‰	0
MK09 Etel‰-Karjala	Yhteens‰	Kuusipeura	2020M04	Lukum‰‰r‰	0
MK09 Etel‰-Karjala	Yhteens‰	Kuusipeura	2020M05	Lukum‰‰r‰	0
MK09 Etel‰-Karjala	Yhteens‰	Kuusipeura	2020M06	Lukum‰‰r‰	0
MK09 Etel‰-Karjala	Yhteens‰	Kuusipeura	2020M07	Lukum‰‰r‰	0
MK09 Etel‰-Karjala	Yhteens‰	Kuusipeura	2020M08	Lukum‰‰r‰	0
MK09 Etel‰-Karjala	Yhteens‰	Kuusipeura	2020M09	Lukum‰‰r‰	0
MK09 Etel‰-Karjala	Yhteens‰	Kuusipeura	2020M10	Lukum‰‰r‰	0
MK09 Etel‰-Karjala	Yhteens‰	Kuusipeura	2020M11	Lukum‰‰r‰	0
MK09 Etel‰-Karjala	Yhteens‰	Kuusipeura	2020M12	Lukum‰‰r‰	0
MK09 Etel‰-Karjala	Yhteens‰	Mets‰kauris	2020M01	Lukum‰‰r‰	3
MK09 Etel‰-Karjala	Yhteens‰	Mets‰kauris	2020M02	Lukum‰‰r‰	1
MK09 Etel‰-Karjala	Yhteens‰	Mets‰kauris	2020M03	Lukum‰‰r‰	1
MK09 Etel‰-Karjala	Yhteens‰	Mets‰kauris	2020M04	Lukum‰‰r‰	2
MK09 Etel‰-Karjala	Yhteens‰	Mets‰kauris	2020M05	Lukum‰‰r‰	8
MK09 Etel‰-Karjala	Yhteens‰	Mets‰kauris	2020M06	Lukum‰‰r‰	8
MK09 Etel‰-Karjala	Yhteens‰	Mets‰kauris	2020M07	Lukum‰‰r‰	3
MK09 Etel‰-Karjala	Yhteens‰	Mets‰kauris	2020M08	Lukum‰‰r‰	5
MK09 Etel‰-Karjala	Yhteens‰	Mets‰kauris	2020M09	Lukum‰‰r‰	2
MK09 Etel‰-Karjala	Yhteens‰	Mets‰kauris	2020M10	Lukum‰‰r‰	6
MK09 Etel‰-Karjala	Yhteens‰	Mets‰kauris	2020M11	Lukum‰‰r‰	6
MK09 Etel‰-Karjala	Yhteens‰	Mets‰kauris	2020M12	Lukum‰‰r‰	7
MK09 Etel‰-Karjala	Yhteens‰	Hirvi	2020M01	Lukum‰‰r‰	8
MK09 Etel‰-Karjala	Yhteens‰	Hirvi	2020M02	Lukum‰‰r‰	3
MK09 Etel‰-Karjala	Yhteens‰	Hirvi	2020M03	Lukum‰‰r‰	2
MK09 Etel‰-Karjala	Yhteens‰	Hirvi	2020M04	Lukum‰‰r‰	2
MK09 Etel‰-Karjala	Yhteens‰	Hirvi	2020M05	Lukum‰‰r‰	7
MK09 Etel‰-Karjala	Yhteens‰	Hirvi	2020M06	Lukum‰‰r‰	5
MK09 Etel‰-Karjala	Yhteens‰	Hirvi	2020M07	Lukum‰‰r‰	3
MK09 Etel‰-Karjala	Yhteens‰	Hirvi	2020M08	Lukum‰‰r‰	3
MK09 Etel‰-Karjala	Yhteens‰	Hirvi	2020M09	Lukum‰‰r‰	11
MK09 Etel‰-Karjala	Yhteens‰	Hirvi	2020M10	Lukum‰‰r‰	8
MK09 Etel‰-Karjala	Yhteens‰	Hirvi	2020M11	Lukum‰‰r‰	2
MK09 Etel‰-Karjala	Yhteens‰	Hirvi	2020M12	Lukum‰‰r‰	1
MK09 Etel‰-Karjala	Yhteens‰	Valkoh‰nt‰peura	2020M01	Lukum‰‰r‰	0
MK09 Etel‰-Karjala	Yhteens‰	Valkoh‰nt‰peura	2020M02	Lukum‰‰r‰	0
MK09 Etel‰-Karjala	Yhteens‰	Valkoh‰nt‰peura	2020M03	Lukum‰‰r‰	1
MK09 Etel‰-Karjala	Yhteens‰	Valkoh‰nt‰peura	2020M04	Lukum‰‰r‰	0
MK09 Etel‰-Karjala	Yhteens‰	Valkoh‰nt‰peura	2020M05	Lukum‰‰r‰	1
MK09 Etel‰-Karjala	Yhteens‰	Valkoh‰nt‰peura	2020M06	Lukum‰‰r‰	1
MK09 Etel‰-Karjala	Yhteens‰	Valkoh‰nt‰peura	2020M07	Lukum‰‰r‰	0
MK09 Etel‰-Karjala	Yhteens‰	Valkoh‰nt‰peura	2020M08	Lukum‰‰r‰	0
MK09 Etel‰-Karjala	Yhteens‰	Valkoh‰nt‰peura	2020M09	Lukum‰‰r‰	0
MK09 Etel‰-Karjala	Yhteens‰	Valkoh‰nt‰peura	2020M10	Lukum‰‰r‰	1
MK09 Etel‰-Karjala	Yhteens‰	Valkoh‰nt‰peura	2020M11	Lukum‰‰r‰	4
MK09 Etel‰-Karjala	Yhteens‰	Valkoh‰nt‰peura	2020M12	Lukum‰‰r‰	1
MK09 Etel‰-Karjala	Yhteens‰	Mets‰peura	2020M01	Lukum‰‰r‰	0
MK09 Etel‰-Karjala	Yhteens‰	Mets‰peura	2020M02	Lukum‰‰r‰	0
MK09 Etel‰-Karjala	Yhteens‰	Mets‰peura	2020M03	Lukum‰‰r‰	0
MK09 Etel‰-Karjala	Yhteens‰	Mets‰peura	2020M04	Lukum‰‰r‰	0
MK09 Etel‰-Karjala	Yhteens‰	Mets‰peura	2020M05	Lukum‰‰r‰	0
MK09 Etel‰-Karjala	Yhteens‰	Mets‰peura	2020M06	Lukum‰‰r‰	0
MK09 Etel‰-Karjala	Yhteens‰	Mets‰peura	2020M07	Lukum‰‰r‰	0
MK09 Etel‰-Karjala	Yhteens‰	Mets‰peura	2020M08	Lukum‰‰r‰	0
MK09 Etel‰-Karjala	Yhteens‰	Mets‰peura	2020M09	Lukum‰‰r‰	0
MK09 Etel‰-Karjala	Yhteens‰	Mets‰peura	2020M10	Lukum‰‰r‰	0
MK09 Etel‰-Karjala	Yhteens‰	Mets‰peura	2020M11	Lukum‰‰r‰	0
MK09 Etel‰-Karjala	Yhteens‰	Mets‰peura	2020M12	Lukum‰‰r‰	0
MK04 Satakunta	Yhteens‰	Villisika	2020M01	Lukum‰‰r‰	0
MK04 Satakunta	Yhteens‰	Villisika	2020M02	Lukum‰‰r‰	0
MK04 Satakunta	Yhteens‰	Villisika	2020M03	Lukum‰‰r‰	0
MK04 Satakunta	Yhteens‰	Villisika	2020M04	Lukum‰‰r‰	1
MK04 Satakunta	Yhteens‰	Villisika	2020M05	Lukum‰‰r‰	0
MK04 Satakunta	Yhteens‰	Villisika	2020M06	Lukum‰‰r‰	0
MK04 Satakunta	Yhteens‰	Villisika	2020M07	Lukum‰‰r‰	0
MK04 Satakunta	Yhteens‰	Villisika	2020M08	Lukum‰‰r‰	0
MK04 Satakunta	Yhteens‰	Villisika	2020M09	Lukum‰‰r‰	0
MK04 Satakunta	Yhteens‰	Villisika	2020M10	Lukum‰‰r‰	0
MK04 Satakunta	Yhteens‰	Villisika	2020M11	Lukum‰‰r‰	1
MK04 Satakunta	Yhteens‰	Villisika	2020M12	Lukum‰‰r‰	0
MK04 Satakunta	Yhteens‰	Kuusipeura	2020M01	Lukum‰‰r‰	0
MK04 Satakunta	Yhteens‰	Kuusipeura	2020M02	Lukum‰‰r‰	0
MK04 Satakunta	Yhteens‰	Kuusipeura	2020M03	Lukum‰‰r‰	1
MK04 Satakunta	Yhteens‰	Kuusipeura	2020M04	Lukum‰‰r‰	0
MK04 Satakunta	Yhteens‰	Kuusipeura	2020M05	Lukum‰‰r‰	0
MK04 Satakunta	Yhteens‰	Kuusipeura	2020M06	Lukum‰‰r‰	1
MK04 Satakunta	Yhteens‰	Kuusipeura	2020M07	Lukum‰‰r‰	0
MK04 Satakunta	Yhteens‰	Kuusipeura	2020M08	Lukum‰‰r‰	0
MK04 Satakunta	Yhteens‰	Kuusipeura	2020M09	Lukum‰‰r‰	0
MK04 Satakunta	Yhteens‰	Kuusipeura	2020M10	Lukum‰‰r‰	1
MK04 Satakunta	Yhteens‰	Kuusipeura	2020M11	Lukum‰‰r‰	1
MK04 Satakunta	Yhteens‰	Kuusipeura	2020M12	Lukum‰‰r‰	0
MK04 Satakunta	Yhteens‰	Mets‰kauris	2020M01	Lukum‰‰r‰	35
MK04 Satakunta	Yhteens‰	Mets‰kauris	2020M02	Lukum‰‰r‰	20
MK04 Satakunta	Yhteens‰	Mets‰kauris	2020M03	Lukum‰‰r‰	20
MK04 Satakunta	Yhteens‰	Mets‰kauris	2020M04	Lukum‰‰r‰	39
MK04 Satakunta	Yhteens‰	Mets‰kauris	2020M05	Lukum‰‰r‰	83
MK04 Satakunta	Yhteens‰	Mets‰kauris	2020M06	Lukum‰‰r‰	56
MK04 Satakunta	Yhteens‰	Mets‰kauris	2020M07	Lukum‰‰r‰	55
MK04 Satakunta	Yhteens‰	Mets‰kauris	2020M08	Lukum‰‰r‰	47
MK04 Satakunta	Yhteens‰	Mets‰kauris	2020M09	Lukum‰‰r‰	41
MK04 Satakunta	Yhteens‰	Mets‰kauris	2020M10	Lukum‰‰r‰	71
MK04 Satakunta	Yhteens‰	Mets‰kauris	2020M11	Lukum‰‰r‰	68
MK04 Satakunta	Yhteens‰	Mets‰kauris	2020M12	Lukum‰‰r‰	40
MK04 Satakunta	Yhteens‰	Hirvi	2020M01	Lukum‰‰r‰	7
MK04 Satakunta	Yhteens‰	Hirvi	2020M02	Lukum‰‰r‰	6
MK04 Satakunta	Yhteens‰	Hirvi	2020M03	Lukum‰‰r‰	5
MK04 Satakunta	Yhteens‰	Hirvi	2020M04	Lukum‰‰r‰	4
MK04 Satakunta	Yhteens‰	Hirvi	2020M05	Lukum‰‰r‰	3
MK04 Satakunta	Yhteens‰	Hirvi	2020M06	Lukum‰‰r‰	10
MK04 Satakunta	Yhteens‰	Hirvi	2020M07	Lukum‰‰r‰	8
MK04 Satakunta	Yhteens‰	Hirvi	2020M08	Lukum‰‰r‰	6
MK04 Satakunta	Yhteens‰	Hirvi	2020M09	Lukum‰‰r‰	11
MK04 Satakunta	Yhteens‰	Hirvi	2020M10	Lukum‰‰r‰	7
MK04 Satakunta	Yhteens‰	Hirvi	2020M11	Lukum‰‰r‰	14
MK04 Satakunta	Yhteens‰	Hirvi	2020M12	Lukum‰‰r‰	3
MK04 Satakunta	Yhteens‰	Valkoh‰nt‰peura	2020M01	Lukum‰‰r‰	51
MK04 Satakunta	Yhteens‰	Valkoh‰nt‰peura	2020M02	Lukum‰‰r‰	35
MK04 Satakunta	Yhteens‰	Valkoh‰nt‰peura	2020M03	Lukum‰‰r‰	23
MK04 Satakunta	Yhteens‰	Valkoh‰nt‰peura	2020M04	Lukum‰‰r‰	30
MK04 Satakunta	Yhteens‰	Valkoh‰nt‰peura	2020M05	Lukum‰‰r‰	46
MK04 Satakunta	Yhteens‰	Valkoh‰nt‰peura	2020M06	Lukum‰‰r‰	66
MK04 Satakunta	Yhteens‰	Valkoh‰nt‰peura	2020M07	Lukum‰‰r‰	56
MK04 Satakunta	Yhteens‰	Valkoh‰nt‰peura	2020M08	Lukum‰‰r‰	49
MK04 Satakunta	Yhteens‰	Valkoh‰nt‰peura	2020M09	Lukum‰‰r‰	83
MK04 Satakunta	Yhteens‰	Valkoh‰nt‰peura	2020M10	Lukum‰‰r‰	99
MK04 Satakunta	Yhteens‰	Valkoh‰nt‰peura	2020M11	Lukum‰‰r‰	186
MK04 Satakunta	Yhteens‰	Valkoh‰nt‰peura	2020M12	Lukum‰‰r‰	73
MK04 Satakunta	Yhteens‰	Mets‰peura	2020M01	Lukum‰‰r‰	0
MK04 Satakunta	Yhteens‰	Mets‰peura	2020M02	Lukum‰‰r‰	0
MK04 Satakunta	Yhteens‰	Mets‰peura	2020M03	Lukum‰‰r‰	0
MK04 Satakunta	Yhteens‰	Mets‰peura	2020M04	Lukum‰‰r‰	0
MK04 Satakunta	Yhteens‰	Mets‰peura	2020M05	Lukum‰‰r‰	0
MK04 Satakunta	Yhteens‰	Mets‰peura	2020M06	Lukum‰‰r‰	0
MK04 Satakunta	Yhteens‰	Mets‰peura	2020M07	Lukum‰‰r‰	0
MK04 Satakunta	Yhteens‰	Mets‰peura	2020M08	Lukum‰‰r‰	0
MK04 Satakunta	Yhteens‰	Mets‰peura	2020M09	Lukum‰‰r‰	0
MK04 Satakunta	Yhteens‰	Mets‰peura	2020M10	Lukum‰‰r‰	0
MK04 Satakunta	Yhteens‰	Mets‰peura	2020M11	Lukum‰‰r‰	0
MK04 Satakunta	Yhteens‰	Mets‰peura	2020M12	Lukum‰‰r‰	0
MK06 Pirkanmaa	Yhteens‰	Villisika	2020M01	Lukum‰‰r‰	0
MK06 Pirkanmaa	Yhteens‰	Villisika	2020M02	Lukum‰‰r‰	0
MK06 Pirkanmaa	Yhteens‰	Villisika	2020M03	Lukum‰‰r‰	0
MK06 Pirkanmaa	Yhteens‰	Villisika	2020M04	Lukum‰‰r‰	0
MK06 Pirkanmaa	Yhteens‰	Villisika	2020M05	Lukum‰‰r‰	0
MK06 Pirkanmaa	Yhteens‰	Villisika	2020M06	Lukum‰‰r‰	0
MK06 Pirkanmaa	Yhteens‰	Villisika	2020M07	Lukum‰‰r‰	0
MK06 Pirkanmaa	Yhteens‰	Villisika	2020M08	Lukum‰‰r‰	0
MK06 Pirkanmaa	Yhteens‰	Villisika	2020M09	Lukum‰‰r‰	1
MK06 Pirkanmaa	Yhteens‰	Villisika	2020M10	Lukum‰‰r‰	1
MK06 Pirkanmaa	Yhteens‰	Villisika	2020M11	Lukum‰‰r‰	3
MK06 Pirkanmaa	Yhteens‰	Villisika	2020M12	Lukum‰‰r‰	0
MK06 Pirkanmaa	Yhteens‰	Kuusipeura	2020M01	Lukum‰‰r‰	0
MK06 Pirkanmaa	Yhteens‰	Kuusipeura	2020M02	Lukum‰‰r‰	0
MK06 Pirkanmaa	Yhteens‰	Kuusipeura	2020M03	Lukum‰‰r‰	0
MK06 Pirkanmaa	Yhteens‰	Kuusipeura	2020M04	Lukum‰‰r‰	0
MK06 Pirkanmaa	Yhteens‰	Kuusipeura	2020M05	Lukum‰‰r‰	0
MK06 Pirkanmaa	Yhteens‰	Kuusipeura	2020M06	Lukum‰‰r‰	0
MK06 Pirkanmaa	Yhteens‰	Kuusipeura	2020M07	Lukum‰‰r‰	0
MK06 Pirkanmaa	Yhteens‰	Kuusipeura	2020M08	Lukum‰‰r‰	0
MK06 Pirkanmaa	Yhteens‰	Kuusipeura	2020M09	Lukum‰‰r‰	0
MK06 Pirkanmaa	Yhteens‰	Kuusipeura	2020M10	Lukum‰‰r‰	0
MK06 Pirkanmaa	Yhteens‰	Kuusipeura	2020M11	Lukum‰‰r‰	0
MK06 Pirkanmaa	Yhteens‰	Kuusipeura	2020M12	Lukum‰‰r‰	0
MK06 Pirkanmaa	Yhteens‰	Mets‰kauris	2020M01	Lukum‰‰r‰	43
MK06 Pirkanmaa	Yhteens‰	Mets‰kauris	2020M02	Lukum‰‰r‰	28
MK06 Pirkanmaa	Yhteens‰	Mets‰kauris	2020M03	Lukum‰‰r‰	28
MK06 Pirkanmaa	Yhteens‰	Mets‰kauris	2020M04	Lukum‰‰r‰	32
MK06 Pirkanmaa	Yhteens‰	Mets‰kauris	2020M05	Lukum‰‰r‰	96
MK06 Pirkanmaa	Yhteens‰	Mets‰kauris	2020M06	Lukum‰‰r‰	51
MK06 Pirkanmaa	Yhteens‰	Mets‰kauris	2020M07	Lukum‰‰r‰	62
MK06 Pirkanmaa	Yhteens‰	Mets‰kauris	2020M08	Lukum‰‰r‰	37
MK06 Pirkanmaa	Yhteens‰	Mets‰kauris	2020M09	Lukum‰‰r‰	45
MK06 Pirkanmaa	Yhteens‰	Mets‰kauris	2020M10	Lukum‰‰r‰	60
MK06 Pirkanmaa	Yhteens‰	Mets‰kauris	2020M11	Lukum‰‰r‰	85
MK06 Pirkanmaa	Yhteens‰	Mets‰kauris	2020M12	Lukum‰‰r‰	47
MK06 Pirkanmaa	Yhteens‰	Hirvi	2020M01	Lukum‰‰r‰	2
MK06 Pirkanmaa	Yhteens‰	Hirvi	2020M02	Lukum‰‰r‰	2
MK06 Pirkanmaa	Yhteens‰	Hirvi	2020M03	Lukum‰‰r‰	2
MK06 Pirkanmaa	Yhteens‰	Hirvi	2020M04	Lukum‰‰r‰	3
MK06 Pirkanmaa	Yhteens‰	Hirvi	2020M05	Lukum‰‰r‰	13
MK06 Pirkanmaa	Yhteens‰	Hirvi	2020M06	Lukum‰‰r‰	22
MK06 Pirkanmaa	Yhteens‰	Hirvi	2020M07	Lukum‰‰r‰	8
MK06 Pirkanmaa	Yhteens‰	Hirvi	2020M08	Lukum‰‰r‰	8
MK06 Pirkanmaa	Yhteens‰	Hirvi	2020M09	Lukum‰‰r‰	22
MK06 Pirkanmaa	Yhteens‰	Hirvi	2020M10	Lukum‰‰r‰	13
MK06 Pirkanmaa	Yhteens‰	Hirvi	2020M11	Lukum‰‰r‰	17
MK06 Pirkanmaa	Yhteens‰	Hirvi	2020M12	Lukum‰‰r‰	12
MK06 Pirkanmaa	Yhteens‰	Valkoh‰nt‰peura	2020M01	Lukum‰‰r‰	84
MK06 Pirkanmaa	Yhteens‰	Valkoh‰nt‰peura	2020M02	Lukum‰‰r‰	44
MK06 Pirkanmaa	Yhteens‰	Valkoh‰nt‰peura	2020M03	Lukum‰‰r‰	37
MK06 Pirkanmaa	Yhteens‰	Valkoh‰nt‰peura	2020M04	Lukum‰‰r‰	46
MK06 Pirkanmaa	Yhteens‰	Valkoh‰nt‰peura	2020M05	Lukum‰‰r‰	70
MK06 Pirkanmaa	Yhteens‰	Valkoh‰nt‰peura	2020M06	Lukum‰‰r‰	73
MK06 Pirkanmaa	Yhteens‰	Valkoh‰nt‰peura	2020M07	Lukum‰‰r‰	55
MK06 Pirkanmaa	Yhteens‰	Valkoh‰nt‰peura	2020M08	Lukum‰‰r‰	62
MK06 Pirkanmaa	Yhteens‰	Valkoh‰nt‰peura	2020M09	Lukum‰‰r‰	82
MK06 Pirkanmaa	Yhteens‰	Valkoh‰nt‰peura	2020M10	Lukum‰‰r‰	125
MK06 Pirkanmaa	Yhteens‰	Valkoh‰nt‰peura	2020M11	Lukum‰‰r‰	208
MK06 Pirkanmaa	Yhteens‰	Valkoh‰nt‰peura	2020M12	Lukum‰‰r‰	103
MK06 Pirkanmaa	Yhteens‰	Mets‰peura	2020M01	Lukum‰‰r‰	0
MK06 Pirkanmaa	Yhteens‰	Mets‰peura	2020M02	Lukum‰‰r‰	0
MK06 Pirkanmaa	Yhteens‰	Mets‰peura	2020M03	Lukum‰‰r‰	0
MK06 Pirkanmaa	Yhteens‰	Mets‰peura	2020M04	Lukum‰‰r‰	0
